Emotion,Suddenness,Goal_relevance,Conduciveness,Power
Fear,0.88061,0.92583,0.00119,0.05995
Fear,0.85111,0.91772,0.08807,0.01117
Fear,0.95878,0.99443,0.05126,0.05517
Fear,0.73575,0.77546,0.06623,0.09873
Fear,0.78345,0.93745,0.04137,0.00138
Fear,0.95581,0.79015,7e-05,0.04482
Fear,0.93824,0.92531,0.03952,0.0029
Fear,0.84528,0.92267,0.01353,0.06676
Fear,0.92014,0.94987,0.09866,0.01593
Fear,0.90951,0.85235,0.00841,0.01795
Fear,0.87935,0.95903,0.03306,0.00671
Fear,0.78176,0.89843,0.04997,0.02421
Fear,0.93174,0.88485,0.03245,0.06323
Fear,0.89782,0.82936,0.0472,0.04209
Fear,0.80581,0.97896,0.01169,0.07196
Fear,0.99048,0.84831,0.01791,0.04769
Fear,0.89973,0.99715,0.04864,0.0914
Fear,0.99795,0.8766,0.09489,0.08132
Fear,0.9361,0.94549,0.05633,0.01441
Fear,0.98883,0.86813,0.05494,0.00693
Fear,0.85291,0.98103,0.07002,0.02
Fear,0.87821,0.98845,0.04267,0.02689
Fear,0.8394,0.98065,0.0952,0.00209
Fear,0.9734,0.97122,0.00291,0.04312
Fear,0.9927,0.95186,0.00297,0.05991
Fear,0.85798,0.79596,0.06836,0.00276
Fear,0.93702,0.85722,0.01703,0.03102
Fear,0.97203,0.99671,0.00236,0.01462
Fear,0.96589,0.98793,0.03584,0.03725
Fear,0.98298,0.95203,0.00749,0.03609
Fear,0.93818,0.90769,0.06442,0.03876
Fear,0.99018,0.98189,0.02396,0.03551
Fear,0.90523,0.91491,0.0299,0.12736
Fear,0.86893,0.92368,0.05743,0.03095
Fear,0.85882,0.85792,0.06063,0.04849
Fear,0.94428,0.96985,0.05856,0.0291
Fear,0.98053,0.9279,0.02168,0.02663
Fear,0.82792,0.9381,0.03123,0.03681
Fear,0.84671,0.86783,0.07092,0.01154
Fear,0.94415,0.98017,0.05972,0.03315
Fear,0.93452,0.91698,0.07781,0.00489
Fear,0.88154,0.86483,0.04057,0.11178
Fear,0.82038,0.88333,0.09817,0.03248
Fear,0.97403,0.98155,0.06848,0.04346
Fear,0.99267,0.77223,0.00685,0.08705
Fear,0.90082,0.99804,0.0297,0.05306
Fear,0.91104,0.90142,0.01363,0.01762
Fear,0.82502,0.91509,0.02883,0.01392
Fear,0.91543,0.94365,0.00575,0.06311
Fear,0.92572,0.99922,0.01144,0.0632
Fear,0.94039,0.96673,0.02559,0.02198
Fear,0.95808,0.97476,0.01342,0.00939
Fear,0.99355,0.90248,0.00713,0.0007
Fear,0.94248,0.95922,0.07501,0.04586
Fear,0.975,0.96958,0.01903,0.0575
Fear,0.99874,0.83493,0.02347,0.04799
Fear,0.97458,0.97716,0.02615,0.01471
Fear,0.98097,0.89764,0.01192,0.01264
Fear,0.95992,0.96268,0.01562,0.10854
Fear,0.911,0.85943,0.01039,0.00646
Fear,0.87542,0.90354,0.03346,0.01431
Fear,0.95408,0.99685,0.04053,0.03916
Fear,0.95817,0.82309,0.00983,0.00515
Fear,0.96421,0.94578,0.00991,0.16188
Fear,0.89447,0.73817,0.08799,0.0102
Fear,0.86354,0.96279,0.05388,0.09367
Fear,0.87292,0.9053,0.05483,0.01523
Fear,0.82721,0.91482,0.00966,0.07218
Fear,0.99774,0.97324,0.03094,0.04533
Fear,0.93728,0.94293,0.06455,0.01391
Fear,0.94884,0.93728,0.0363,0.0652
Fear,0.94688,0.9933,0.01764,0.03271
Fear,0.81694,0.85378,0.00164,0.01602
Fear,0.89781,0.96355,0.00581,0.08402
Fear,0.9852,0.95634,0.05201,0.01078
Fear,0.98562,0.9271,0.00969,0.05935
Fear,0.92088,0.85713,0.06309,0.01684
Fear,0.88971,0.98048,0.05399,0.03672
Fear,0.85431,0.94653,0.10088,0.04994
Fear,0.86351,0.91854,0.01169,0.08222
Fear,0.91948,0.86671,0.00298,0.0553
Fear,0.87004,0.95847,0.14358,0.02368
Fear,0.98108,0.96802,0.09485,0.07535
Fear,0.90344,0.91719,0.04434,0.00714
Fear,0.95522,0.92026,0.04058,0.07604
Fear,0.8943,0.89752,0.05052,0.08801
Fear,0.79457,0.89192,0.12771,0.02827
Fear,0.94426,0.95896,0.00014,0.01099
Fear,0.86759,0.94396,0.03431,0.06306
Fear,0.77016,0.96985,0.00916,0.04583
Fear,0.89879,0.87716,0.06432,0.07213
Fear,0.94926,0.9641,0.02747,0.09131
Fear,0.96894,0.96545,0.02122,0.02155
Fear,0.88887,0.9783,0.00037,0.05197
Fear,0.99968,0.94761,0.02038,0.04764
Fear,0.94175,0.95489,0.06226,0.03984
Fear,0.99261,0.93294,0.01926,0.02355
Fear,0.88644,0.959,0.08535,0.03278
Fear,0.88613,0.86144,0.00329,0.0116
Fear,0.99041,0.93796,0.00879,0.0292
Fear,0.98424,0.94535,0.0096,0.03668
Fear,0.9131,0.91348,0.06267,0.03211
Fear,0.83253,0.91763,0.10848,0.01959
Fear,0.89842,0.96876,0.01514,0.02394
Fear,0.85673,0.95604,0.06489,0.05933
Fear,0.98559,0.94479,0.10665,0.00853
Fear,0.99982,0.93689,0.01626,0.11502
Fear,0.84974,0.82362,0.06176,0.05391
Fear,0.86099,0.96494,0.06007,0.00692
Fear,0.97259,0.80189,0.00949,0.09089
Fear,0.90885,0.84607,0.00875,0.01001
Fear,0.9118,0.9564,0.08554,0.1111
Fear,0.95558,0.9518,0.04718,0.01855
Fear,0.9557,0.86166,0.07561,0.02484
Fear,0.85966,0.89861,0.05389,0.01913
Fear,0.81734,0.9771,0.0008,0.00979
Fear,0.98557,0.87956,0.04288,0.01797
Fear,0.94225,0.89831,0.03807,0.0511
Fear,0.95534,0.96501,0.04082,0.05549
Fear,0.93974,0.95028,0.01157,0.03455
Fear,0.98991,0.90143,0.00552,0.08261
Fear,0.8981,0.98605,0.01719,0.03977
Fear,0.92259,0.9463,0.03281,0.01139
Fear,0.94892,0.99628,0.00282,0.03991
Fear,0.95096,0.88392,0.0752,0.09126
Fear,0.92627,0.96025,0.09715,0.01517
Fear,0.86061,0.88786,0.06502,0.03047
Fear,0.93314,0.84602,0.04378,0.01956
Fear,0.82537,0.93595,0.00521,0.05568
Fear,0.98273,0.99023,0.08993,0.01336
Fear,0.99136,0.88315,0.03003,0.00061
Fear,0.96932,0.89413,0.0095,0.03173
Fear,0.99471,0.99249,0.1028,0.01567
Fear,0.92221,0.96306,0.04589,0.05454
Fear,0.95685,0.9954,0.03914,0.01423
Fear,0.96731,0.91878,0.00272,0.04434
Fear,0.9619,0.83838,0.08964,0.0141
Fear,0.98568,0.99196,0.04542,0.05572
Fear,0.92732,0.91863,0.02375,0.03739
Fear,0.80405,0.97978,0.01785,0.01935
Fear,0.9731,0.96393,0.03721,0.04055
Fear,0.85401,0.9894,0.07096,0.04021
Fear,0.93051,0.85639,0.02229,0.03134
Fear,0.95461,0.90777,0.00846,0.00654
Fear,0.96933,0.92589,0.0065,0.02824
Fear,0.99637,0.98747,0.03801,0.0449
Fear,0.89717,0.93116,0.03476,0.00887
Fear,0.90055,0.98453,0.07222,0.0814
Fear,0.96419,0.83676,0.01754,0.00974
Fear,0.89107,0.98558,0.01438,0.04173
Fear,0.82279,0.72151,0.03778,0.00605
Fear,0.93332,0.87817,0.02974,0.11535
Fear,0.92247,0.93234,0.11039,0.06276
Fear,0.95039,0.96674,0.11382,0.00186
Fear,0.93061,0.8798,0.03048,0.06333
Fear,0.9163,0.89807,0.03792,0.02839
Fear,0.85227,0.99362,0.01379,0.06281
Fear,0.99333,0.94035,0.03876,0.00129
Fear,0.87044,0.98296,0.04729,0.09686
Fear,0.89178,0.9543,0.11353,0.05113
Fear,0.98879,0.98105,0.01129,0.01824
Fear,0.95006,0.87169,0.00825,0.00325
Fear,0.99377,0.96338,0.13945,0.02555
Fear,0.91029,0.96747,0.04226,0.05541
Fear,0.99812,0.6772,0.0016,0.02163
Fear,0.9926,0.9168,0.00406,0.01609
Fear,0.97177,0.99305,0.01784,0.02425
Fear,0.89262,0.94716,0.04704,0.04203
Fear,0.99466,0.99225,0.03304,0.05038
Fear,0.80159,0.88828,0.00174,0.04879
Fear,0.96649,0.96679,0.07167,0.01726
Fear,0.93774,0.83655,0.07099,0.01665
Fear,0.93179,0.83787,0.03623,0.05748
Fear,0.98553,0.97946,0.10329,0.01305
Fear,0.81773,0.95155,0.0417,0.0267
Fear,0.86345,0.98458,0.0324,0.01346
Fear,0.83018,0.98117,0.02082,0.02794
Fear,0.94936,0.91401,0.04218,0.03373
Fear,0.8829,0.84254,0.03516,0.05653
Fear,0.98118,0.91231,0.06611,0.01426
Fear,0.96433,0.85251,0.01557,0.0052
Fear,0.95026,0.877,0.04508,0.03243
Fear,0.93673,0.96453,0.03114,0.01167
Fear,0.97499,0.90947,0.0335,0.06908
Fear,0.93955,0.91979,0.01319,0.03783
Fear,0.99818,0.84374,0.02148,0.04248
Fear,0.79546,0.95937,0.06645,0.01665
Fear,0.9202,0.96971,0.0286,0.02933
Fear,0.96973,0.98885,0.00976,0.0422
Fear,0.89843,0.98435,0.02144,0.0666
Fear,0.98443,0.88616,0.07881,2e-05
Fear,0.99725,0.89376,0.0301,0.08003
Fear,0.96721,0.92919,0.06899,0.04781
Fear,0.84236,0.78915,0.01167,0.03698
Fear,0.8243,0.99207,0.00276,0.04591
Fear,0.91421,0.98149,0.04713,0.0328
Fear,0.91779,0.84866,0.00825,0.11957
Fear,0.9486,0.85348,0.00453,0.05915
Fear,0.93084,0.92556,0.00866,0.04676
Fear,0.95264,0.85525,0.06914,0.00394
Fear,0.9971,0.81447,0.0275,0.0797
Fear,0.93378,0.90544,0.01003,0.0262
Fear,0.966,0.93051,0.0115,0.04184
Fear,0.97134,0.90683,0.0691,0.03005
Fear,0.8441,0.94502,0.00505,0.03625
Fear,0.99664,0.96931,0.01019,0.03414
Fear,0.9954,0.88507,0.01885,0.04197
Fear,0.89527,0.99462,0.08693,0.01664
Fear,0.87724,0.93944,0.02408,0.04907
Fear,0.85855,0.98343,0.0096,0.10844
Fear,0.92719,0.99989,0.03986,0.06296
Fear,0.8513,0.91337,0.01879,0.07453
Fear,0.89203,0.9251,0.01554,0.06495
Fear,0.78167,0.8744,0.05353,0.13371
Fear,0.97857,0.9174,0.09636,0.10068
Fear,0.92214,0.85863,0.01678,0.01764
Fear,0.91066,0.99972,0.01651,0.00742
Fear,0.7985,0.9992,0.07688,0.06698
Fear,0.92143,0.92754,0.01855,0.05977
Fear,0.94278,0.81591,0.02822,0.00697
Fear,0.93243,0.90535,0.02791,0.06473
Fear,0.88647,0.9346,0.07757,0.02942
Fear,0.9536,0.93722,0.01138,0.00672
Fear,0.94326,0.80591,0.01806,0.00255
Fear,0.80898,0.82125,0.0738,0.04124
Fear,0.97982,0.9394,0.0003,0.00702
Fear,0.95948,0.99264,0.02595,0.12065
Fear,0.80761,0.98926,0.0714,0.01613
Fear,0.98464,0.869,0.10039,0.04894
Fear,0.93363,0.97008,0.04572,2e-05
Fear,0.98911,0.9949,0.02125,0.04642
Fear,0.92608,0.96196,0.07912,0.07034
Fear,0.95025,0.96184,0.05893,0.00489
Fear,0.90628,0.99501,0.01105,0.09532
Fear,0.87961,0.80156,0.04935,0.07918
Happiness,0.23296,0.59683,0.92445,0.66776
Happiness,0.05983,0.42569,0.92467,0.73608
Happiness,0.06724,0.59661,0.98892,0.98683
Happiness,0.076,0.5507,0.95718,0.72613
Happiness,0.02307,0.52371,0.87843,0.34491
Happiness,0.12089,0.43773,0.97895,0.2458
Happiness,0.13022,0.49475,0.94926,0.42148
Happiness,0.04688,0.36793,0.91337,0.72502
Happiness,0.02515,0.51786,0.97654,0.50988
Happiness,0.15137,0.47267,0.94928,0.46199
Happiness,0.04342,0.43124,0.96924,0.56199
Happiness,0.19155,0.49644,0.93398,0.22157
Happiness,0.01976,0.47845,0.9927,0.12928
Happiness,0.16005,0.4685,0.92912,0.71611
Happiness,0.11905,0.48874,0.95608,0.38247
Happiness,0.07441,0.49182,0.87755,0.26397
Happiness,0.0246,0.5256,0.90014,0.55208
Happiness,0.0644,0.578,0.95336,0.61996
Happiness,0.07044,0.48967,0.84748,0.5095
Happiness,0.03439,0.42071,0.98522,0.85365
Happiness,0.20526,0.51699,0.95687,0.40706
Happiness,0.0733,0.49384,0.99068,0.95588
Happiness,0.03121,0.52197,0.97161,0.80779
Happiness,0.06796,0.47914,0.83769,0.8023
Happiness,0.26337,0.49577,0.94096,0.65344
Happiness,0.048,0.42953,0.98872,0.05981
Happiness,0.00265,0.51065,0.97808,0.56595
Happiness,0.13803,0.49729,0.86469,0.81332
Happiness,0.10579,0.53459,0.91281,0.31236
Happiness,0.06609,0.50825,0.9596,0.15039
Happiness,0.04244,0.61371,0.96702,0.02515
Happiness,0.05095,0.4987,0.8443,0.32918
Happiness,0.03125,0.53001,0.9714,0.00381
Happiness,0.06351,0.50741,0.98553,0.73626
Happiness,0.05545,0.45029,0.88749,0.28857
Happiness,0.14397,0.59586,0.87452,0.28475
Happiness,0.08632,0.51987,0.88394,0.906
Happiness,0.07023,0.56141,0.96359,0.54686
Happiness,0.21029,0.50021,0.9795,0.67151
Happiness,0.09835,0.52824,0.79364,0.90961
Happiness,0.00808,0.35634,0.87022,0.24825
Happiness,0.00285,0.43934,0.83484,0.60023
Happiness,0.09907,0.45123,0.97323,0.47379
Happiness,0.01707,0.47805,0.92425,0.37032
Happiness,0.03587,0.52997,0.72994,0.89037
Happiness,0.13868,0.54432,0.91327,0.96436
Happiness,0.19879,0.55421,0.91933,0.1774
Happiness,0.00323,0.53283,0.94425,0.86259
Happiness,0.27037,0.55006,0.92709,0.92725
Happiness,0.07734,0.50432,0.88564,0.59475
Happiness,0.06069,0.50197,0.97926,0.10968
Happiness,0.01161,0.55416,0.98962,0.3201
Happiness,0.16686,0.5027,0.8537,0.5955
Happiness,0.10657,0.47474,0.96146,0.69506
Happiness,0.05295,0.49527,0.95808,0.0918
Happiness,0.02914,0.52279,0.9913,0.14255
Happiness,0.08907,0.55176,0.98281,0.18194
Happiness,0.18072,0.52416,0.9653,0.70189
Happiness,0.12582,0.53472,0.91243,0.97015
Happiness,0.05079,0.49829,0.98678,0.06829
Happiness,0.04267,0.42698,0.91064,0.17965
Happiness,0.11193,0.52354,0.97915,0.21022
Happiness,0.20937,0.47796,0.93153,0.32602
Happiness,0.10973,0.4174,0.96733,0.55493
Happiness,0.01467,0.57634,0.98857,0.09347
Happiness,0.04522,0.60623,0.89971,0.96215
Happiness,0.11318,0.48936,0.8131,0.26497
Happiness,0.08167,0.45763,0.94071,0.84338
Happiness,0.01647,0.52779,0.94434,0.18781
Happiness,0.03558,0.481,0.90058,0.71139
Happiness,0.01175,0.52908,0.90929,0.71516
Happiness,0.08119,0.53808,0.8089,0.96219
Happiness,0.21477,0.49123,0.93531,0.83818
Happiness,0.07956,0.50532,0.82872,0.13
Happiness,0.12154,0.4349,0.97143,0.55128
Happiness,0.05725,0.50845,0.82976,0.61457
Happiness,0.14056,0.46403,0.93843,0.15317
Happiness,0.01064,0.49881,0.99703,0.96364
Happiness,0.00901,0.4917,0.94387,0.58001
Happiness,0.08141,0.57817,0.95565,0.11406
Happiness,0.02795,0.51618,0.95089,0.3894
Happiness,0.03011,0.54168,0.88258,0.85379
Happiness,0.05898,0.53109,0.86856,0.53154
Happiness,0.07014,0.41943,0.9224,0.6416
Happiness,0.08763,0.53592,0.90899,0.8438
Happiness,0.04284,0.44317,0.81066,0.27938
Happiness,0.02525,0.52532,0.99338,0.46818
Happiness,0.02659,0.51327,0.96031,0.45816
Happiness,0.11741,0.54255,0.9683,0.76132
Happiness,0.15304,0.51729,0.94272,0.76102
Happiness,0.04718,0.4607,0.94954,0.65136
Happiness,0.10504,0.54022,0.84054,0.84461
Happiness,0.05737,0.50151,0.87951,0.67731
Happiness,0.08288,0.48344,0.96377,0.74598
Happiness,0.09042,0.39992,0.89748,0.89025
Happiness,0.01722,0.52091,0.83302,0.63202
Happiness,0.08445,0.4915,0.98499,0.39579
Happiness,0.00991,0.51245,0.96876,0.55261
Happiness,0.09087,0.37629,0.97855,0.51026
Happiness,0.00771,0.50284,0.9395,0.20719
Happiness,0.09583,0.38187,0.92875,0.81254
Happiness,0.05017,0.4852,0.94468,0.45334
Happiness,0.01653,0.50928,0.74104,0.71489
Happiness,0.14145,0.48716,0.82605,0.47642
Happiness,0.09439,0.48852,0.98701,0.44947
Happiness,0.15103,0.50688,0.93321,0.20326
Happiness,0.05992,0.43022,0.9533,0.55082
Happiness,0.14394,0.55448,0.89824,0.94881
Happiness,0.07123,0.44038,0.98316,0.54641
Happiness,0.02286,0.57876,0.97207,0.28987
Happiness,0.09448,0.61653,0.98925,0.45067
Happiness,0.0068,0.46367,0.95494,0.31881
Happiness,0.01514,0.56276,0.91889,0.80282
Happiness,0.05566,0.43895,0.98947,0.01019
Happiness,0.18398,0.5818,0.84604,0.28863
Happiness,0.03792,0.47958,0.97834,0.64774
Happiness,0.03435,0.45359,0.9665,0.01719
Happiness,0.09989,0.48201,0.97533,0.55301
Happiness,0.00984,0.5964,0.94426,0.86475
Happiness,0.00248,0.51483,0.82494,0.9227
Happiness,0.02211,0.53165,0.80912,0.33609
Happiness,0.09889,0.45629,0.97604,0.56561
Happiness,0.10594,0.56271,0.95967,0.66955
Happiness,0.03922,0.49629,0.96836,0.31935
Happiness,0.00236,0.45437,0.99228,0.47751
Happiness,0.11585,0.65886,0.94783,0.1605
Happiness,0.05925,0.44597,0.94874,0.80209
Happiness,0.20713,0.35713,0.85015,0.39917
Happiness,0.03871,0.41721,0.87881,0.27024
Happiness,0.02574,0.46325,0.89786,0.49376
Happiness,0.0785,0.45753,0.96816,0.09142
Happiness,0.02792,0.42512,0.94673,0.41831
Happiness,0.18438,0.41782,0.97301,0.6624
Happiness,0.25168,0.53191,0.9751,0.80571
Happiness,0.19917,0.43233,0.92806,0.82232
Happiness,0.14556,0.4697,0.95907,0.32681
Happiness,0.05345,0.4894,0.92247,0.68507
Happiness,0.10324,0.52107,0.9715,0.0405
Happiness,0.03853,0.5977,0.88587,0.86527
Happiness,0.03935,0.49989,0.90307,0.53988
Happiness,0.01015,0.44212,0.91287,0.03757
Happiness,0.14743,0.53852,0.93726,0.35309
Happiness,0.04975,0.50196,0.95264,0.25945
Happiness,0.02213,0.46508,0.94607,0.05884
Happiness,0.01093,0.42467,0.8782,0.52621
Happiness,0.03378,0.51025,0.93127,0.23127
Happiness,0.20869,0.5452,0.97492,0.82746
Happiness,0.14284,0.46049,0.99884,0.7545
Happiness,0.2262,0.42421,0.85018,0.91601
Happiness,0.06636,0.44851,0.92044,0.32069
Happiness,0.06578,0.5042,0.843,0.87174
Happiness,0.11544,0.53499,0.95283,0.5621
Happiness,0.06709,0.59822,0.91249,0.68099
Happiness,0.02413,0.53108,0.99743,0.11743
Happiness,0.08965,0.45512,0.92269,0.78095
Happiness,0.13305,0.53651,0.97861,0.35528
Happiness,0.00791,0.56426,0.93505,0.91272
Happiness,0.04777,0.58504,0.98879,0.07321
Happiness,0.0995,0.48516,0.97662,0.10044
Happiness,0.15714,0.56023,0.86013,0.66262
Happiness,0.04327,0.49526,0.98115,0.37435
Happiness,0.14572,0.60296,0.94157,0.88202
Happiness,0.00236,0.38091,0.84511,0.06436
Happiness,0.17426,0.49081,0.88914,0.95949
Happiness,0.05234,0.56957,0.96476,0.53605
Happiness,0.026,0.5065,0.9292,0.64929
Happiness,0.01205,0.48374,0.79086,0.54275
Happiness,0.14534,0.42118,0.9441,0.37771
Happiness,0.2142,0.50519,0.88602,0.47092
Happiness,0.11571,0.62016,0.82842,0.35778
Happiness,0.05269,0.51646,0.99496,0.40353
Happiness,0.14914,0.43563,0.92547,0.64074
Happiness,0.08562,0.52424,0.85125,0.03983
Happiness,0.07021,0.50473,0.9688,0.77075
Happiness,0.01953,0.5199,0.91009,0.885
Happiness,0.03046,0.49681,0.95858,0.74515
Happiness,0.18087,0.53334,0.98374,0.14333
Happiness,0.06488,0.52727,0.98717,0.35275
Happiness,0.02865,0.4565,0.98554,0.51329
Happiness,0.08652,0.48999,0.97062,0.08169
Happiness,0.02312,0.50469,0.97425,0.07663
Happiness,0.11671,0.53451,0.97868,0.58158
Happiness,0.06455,0.46057,0.97739,0.77106
Happiness,0.12355,0.48208,0.94353,0.3705
Happiness,0.03023,0.54194,0.93369,0.04275
Happiness,0.21134,0.57679,0.96499,0.15116
Happiness,0.01055,0.50271,0.88753,0.75236
Happiness,0.12137,0.45917,0.91564,0.68935
Happiness,0.0564,0.48697,0.88947,0.57046
Happiness,0.13009,0.54408,0.88792,0.1201
Happiness,0.00404,0.49508,0.9009,0.56128
Happiness,0.08016,0.46229,0.91281,0.83949
Happiness,0.02166,0.48718,0.81556,0.94326
Happiness,0.02541,0.49573,0.94592,0.87986
Happiness,0.34848,0.58873,0.95033,0.18394
Happiness,0.04758,0.50201,0.88478,0.49608
Happiness,0.03561,0.49491,0.80209,0.24431
Happiness,0.15984,0.53582,0.88939,0.30669
Happiness,0.02356,0.32375,0.94383,0.90549
Happiness,0.10282,0.52656,0.91388,0.63875
Happiness,0.15691,0.47967,0.92741,0.48936
Happiness,0.10993,0.56359,0.87397,0.26121
Happiness,0.087,0.55643,0.927,0.68279
Happiness,0.02071,0.56098,0.9782,0.37595
Happiness,0.16302,0.54655,0.96702,0.76017
Happiness,0.0425,0.49152,0.89712,0.73987
Happiness,0.0099,0.45923,0.75793,0.05597
Happiness,0.02893,0.53638,0.99158,0.81369
Happiness,0.149,0.47565,0.88178,0.18907
Happiness,0.00702,0.46844,0.96521,0.22416
Happiness,0.05075,0.44089,0.89408,0.04412
Happiness,0.0749,0.46769,0.90917,0.84482
Happiness,0.13601,0.45024,0.97392,0.01524
Happiness,0.02705,0.51618,0.97732,0.29509
Happiness,0.01329,0.46393,0.9763,0.31253
Happiness,0.1411,0.538,0.97389,0.58123
Happiness,0.03,0.53702,0.93801,0.9407
Happiness,0.0113,0.47616,0.88189,0.70759
Happiness,0.02915,0.54782,0.98533,0.94349
Happiness,0.06166,0.5455,0.88059,0.22591
Happiness,0.02189,0.52591,0.87529,0.5107
Happiness,0.11524,0.51267,0.95717,0.85693
Happiness,0.02861,0.51663,0.95223,0.27618
Happiness,0.16326,0.47791,0.91258,0.36483
Happiness,0.09671,0.38662,0.98687,0.82261
Happiness,0.00279,0.56632,0.94023,0.81218
Happiness,0.0372,0.56311,0.93813,0.21688
Happiness,0.00872,0.41794,0.73083,0.54458
Happiness,0.01685,0.50357,0.92568,0.56736
Happiness,0.08559,0.56049,0.89603,0.06284
Happiness,0.14607,0.46808,0.86752,0.11532
Happiness,0.02458,0.4732,0.88233,0.30589
Happiness,0.09278,0.46986,0.94211,0.01123
Happiness,0.03799,0.55175,0.89891,0.77369
Happiness,0.00284,0.60017,0.9369,0.4622
Happiness,0.07945,0.42285,0.92096,0.83499
Happiness,0.08906,0.57819,0.88068,0.71683
Happiness,0.03869,0.46022,0.97716,0.70432
Happiness,0.06874,0.48508,0.93783,0.0343
Happiness,0.18783,0.40305,0.96431,0.31761
Happiness,0.15293,0.37668,0.95037,0.3368
Happiness,0.04458,0.5252,0.80634,0.49785
Happiness,0.12289,0.53521,0.84378,0.34475
Happiness,0.00535,0.49952,0.96686,0.69541
Happiness,0.0293,0.49902,0.95448,0.69018
Happiness,0.10874,0.50327,0.94734,0.50294
Happiness,0.10027,0.56709,0.98938,0.47498
Happiness,0.03244,0.43059,0.75164,0.24158
Happiness,0.08591,0.52494,0.9957,0.32526
Happiness,0.00094,0.40706,0.92185,0.72871
Happiness,0.08782,0.45813,0.84736,0.77892
Happiness,0.08375,0.43421,0.8579,0.91706
Happiness,0.01621,0.5269,0.76676,0.43211
Happiness,0.02105,0.49033,0.96606,0.17855
Happiness,0.05092,0.51337,0.99401,0.87278
Happiness,0.07062,0.36519,0.99089,0.52694
Happiness,0.01376,0.53673,0.93892,0.40003
Happiness,0.0117,0.5012,0.93488,0.52174
Happiness,0.03459,0.55375,0.9835,0.67836
Happiness,0.05907,0.45205,0.84818,0.04905
Happiness,0.05132,0.46312,0.9166,0.48832
Happiness,0.07647,0.48996,0.93325,0.42317
Happiness,0.04399,0.54966,0.92113,0.12805
Happiness,0.01388,0.5303,0.93235,0.08478
Happiness,0.03145,0.46274,0.95625,0.43551
Happiness,0.16641,0.49422,0.99037,0.55394
Happiness,0.02682,0.4668,0.83837,0.85806
Happiness,0.03512,0.44322,0.81452,0.46221
Happiness,0.03542,0.52328,0.94791,0.89752
Happiness,0.03608,0.44906,0.95414,0.68191
Happiness,0.00891,0.50478,0.99308,0.74575
Happiness,0.1356,0.48675,0.9351,0.01954
Happiness,0.06895,0.50324,0.95907,0.37255
Happiness,0.08934,0.47019,0.84125,0.6086
Happiness,0.01855,0.50585,0.90206,0.72924
Happiness,0.15043,0.49247,0.90373,0.89858
Happiness,0.00618,0.50071,0.86776,0.00297
Happiness,0.03,0.49045,0.77135,0.02798
Happiness,0.12278,0.50352,0.99536,0.70684
Happiness,0.11302,0.45609,0.90904,0.62452
Happiness,0.09021,0.58752,0.93254,0.92347
Happiness,0.21796,0.5078,0.87126,0.66514
Happiness,0.10803,0.60415,0.76281,0.18174
Happiness,0.01328,0.52199,0.97728,0.5992
Happiness,0.03692,0.48279,0.97474,0.87172
Happiness,0.17152,0.52373,0.94454,0.04153
Happiness,0.06049,0.50412,0.96607,0.66988
Happiness,0.00557,0.52989,0.91122,0.41792
Happiness,0.04862,0.50192,0.87617,0.46815
Happiness,0.10191,0.49079,0.85441,0.77836
Happiness,0.00777,0.54027,0.98564,0.52849
Happiness,0.02026,0.49473,0.89133,0.97717
Happiness,0.1695,0.55665,0.97964,0.86637
Happiness,0.18355,0.44845,0.87936,0.1261
Happiness,0.02068,0.40846,0.9641,0.26789
Happiness,0.0059,0.54286,0.91793,0.9686
Happiness,0.03489,0.55971,0.95096,0.39367
Happiness,0.08599,0.53613,0.77651,0.46331
Happiness,0.24828,0.59166,0.87497,0.88755
Happiness,0.14783,0.41071,0.85105,0.25469
Happiness,0.19003,0.45181,0.96687,0.21825
Happiness,0.06955,0.5541,0.93983,0.07969
Happiness,0.06763,0.4967,0.93548,0.51598
Happiness,0.09277,0.46926,0.90267,0.57596
Happiness,0.14918,0.43787,0.87604,0.14686
Happiness,0.19918,0.52475,0.94447,0.77346
Happiness,0.07939,0.45809,0.84745,0.48653
Happiness,0.09033,0.48634,0.99159,0.64068
Happiness,0.12163,0.44155,0.9062,0.54062
Happiness,0.0136,0.53832,0.87649,0.87766
Happiness,0.03899,0.53368,0.93134,0.88952
Happiness,0.12012,0.46105,0.98415,0.57748
Happiness,0.1179,0.46805,0.93079,0.68832
Happiness,0.01917,0.60377,0.99766,0.87819
Happiness,0.08097,0.57158,0.99493,0.72677
Happiness,0.04702,0.54128,0.96698,0.78673
Happiness,0.02369,0.56268,0.9408,0.04837
Happiness,0.01747,0.37309,0.85384,0.23969
Happiness,0.17131,0.37553,0.86977,0.97474
Happiness,0.21563,0.4763,0.81842,0.97534
Happiness,0.17001,0.55997,0.91321,0.9968
Happiness,0.21702,0.54895,0.87231,0.84242
Happiness,0.05445,0.47018,0.88857,0.87093
Happiness,0.01243,0.50288,0.9385,0.52591
Happiness,0.02068,0.50825,0.93605,0.24202
Happiness,0.01541,0.46468,0.96689,0.3594
Happiness,0.02338,0.54373,0.94528,0.13255
Happiness,0.13999,0.50278,0.94869,0.10509
Happiness,0.04331,0.63808,0.97675,0.89117
Happiness,0.04573,0.45733,0.95787,0.43363
Happiness,0.03532,0.43615,0.86685,0.21304
Happiness,0.15265,0.53539,0.94283,0.36308
Happiness,0.05969,0.44464,0.951,0.21349
Happiness,0.06441,0.45422,0.87922,0.41805
